accn,organism,loctag,exact,name,compl,pseudo,fail,numFailcats,fail1,fail2,fail3,fail4,fail5,institution,seqYear
CP002105,Acetohalobium_arabaticum_DSM_5501,Acear_2001,exact,1946,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002105,Acetohalobium_arabaticum_DSM_5501,Acear_2273,exact,2206,1,0,1,1,0,0,0,1,0,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002105,Acetohalobium_arabaticum_DSM_5501,Acear_2275,exact,2208,1,0,1,1,0,0,0,1,0,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002105,Acetohalobium_arabaticum_DSM_5501,Acear_2278,exact,2211,1,0,1,1,0,0,0,1,0,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002105,Acetohalobium_arabaticum_DSM_5501,Acear_2280,exact,2213,1,0,1,1,0,0,0,1,0,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002105,Acetohalobium_arabaticum_DSM_5501,Acear_2299,exact,2229,1,0,1,1,0,0,0,1,0,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002106,Olsenella_uli_DSM_7084,Olsu_0740,exact,718,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002116,Spirochaeta_smaragdinae_DSM_11293,Spirs_0297,exact,293,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002116,Spirochaeta_smaragdinae_DSM_11293,Spirs_2278,exact,2233,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002116,Spirochaeta_smaragdinae_DSM_11293,Spirs_3040,exact,2981,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002131,Thermosediminibacter_oceani_DSM_16646,Toce_0533,exact,511,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002131,Thermosediminibacter_oceani_DSM_16646,Toce_0785,exact,752,0,0,1,1,0,0,0,1,0,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002131,Thermosediminibacter_oceani_DSM_16646,Toce_0927,exact,892,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002131,Thermosediminibacter_oceani_DSM_16646,Toce_1209,exact,1170,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002131,Thermosediminibacter_oceani_DSM_16646,Toce_1708,exact,1647,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002131,Thermosediminibacter_oceani_DSM_16646,Toce_1727,exact,1665,1,0,1,1,0,0,0,1,0,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002131,Thermosediminibacter_oceani_DSM_16646,Toce_1980,exact,1904,1,0,1,1,0,0,0,1,0,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002131,Thermosediminibacter_oceani_DSM_16646,Toce_2274,exact,2186,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002159,Gallionella_capsiferriformans_ES-2,Galf_1453,exact,1428,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002159,Gallionella_capsiferriformans_ES-2,Galf_1501,exact,1475,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002159,Gallionella_capsiferriformans_ES-2,Galf_1754,exact,1720,0,0,1,1,0,0,1,0,0,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002159,Gallionella_capsiferriformans_ES-2,Galf_1901,exact,1864,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002162,Micromonospora_aurantiaca_ATCC_27029,Micau_2954,exact,2916,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002162,Micromonospora_aurantiaca_ATCC_27029,Micau_3239,exact,3199,1,0,1,1,0,0,0,1,0,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002171,Thermoanaerobacterium_thermosaccharolyticum_DSM_571,Tthe_0012,exact,12,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002171,Thermoanaerobacterium_thermosaccharolyticum_DSM_571,Tthe_0113,exact,103,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002171,Thermoanaerobacterium_thermosaccharolyticum_DSM_571,Tthe_0133,exact,123,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002171,Thermoanaerobacterium_thermosaccharolyticum_DSM_571,Tthe_0290,exact,265,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002171,Thermoanaerobacterium_thermosaccharolyticum_DSM_571,Tthe_0319,exact,293,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002171,Thermoanaerobacterium_thermosaccharolyticum_DSM_571,Tthe_1339,exact,1255,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002171,Thermoanaerobacterium_thermosaccharolyticum_DSM_571,Tthe_1360,exact,1276,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002171,Thermoanaerobacterium_thermosaccharolyticum_DSM_571,Tthe_1384,exact,1300,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002171,Thermoanaerobacterium_thermosaccharolyticum_DSM_571,Tthe_1805,exact,1703,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002171,Thermoanaerobacterium_thermosaccharolyticum_DSM_571,Tthe_1972,exact,1857,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002171,Thermoanaerobacterium_thermosaccharolyticum_DSM_571,Tthe_2166,exact,2045,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002171,Thermoanaerobacterium_thermosaccharolyticum_DSM_571,Tthe_2337,exact,2208,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002171,Thermoanaerobacterium_thermosaccharolyticum_DSM_571,Tthe_2423,exact,2290,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002198,Cyanothece_sp._PCC_7822,Cyan7822_0747,exact,721,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002198,Cyanothece_sp._PCC_7822,Cyan7822_1094,exact,1047,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002198,Cyanothece_sp._PCC_7822,Cyan7822_1230,exact,1180,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002198,Cyanothece_sp._PCC_7822,Cyan7822_1502,exact,1443,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002198,Cyanothece_sp._PCC_7822,Cyan7822_1505,exact,1446,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002198,Cyanothece_sp._PCC_7822,Cyan7822_2070,exact,1998,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002198,Cyanothece_sp._PCC_7822,Cyan7822_2080,exact,2008,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002198,Cyanothece_sp._PCC_7822,Cyan7822_2586,exact,2503,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002198,Cyanothece_sp._PCC_7822,Cyan7822_4454,exact,4314,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002198,Cyanothece_sp._PCC_7822,Cyan7822_4727,exact,4577,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002198,Cyanothece_sp._PCC_7822,Cyan7822_5564,exact,5382,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002209,Ferrimonas_balearica_DSM_9799,Fbal_0674,exact,672,0,0,1,1,0,0,1,0,0,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002280,Rothia_dentocariosa_ATCC_17931,HMPREF0733_10001,exact,rpoD,1,0,1,3,1,0,0,1,1,_Human_Genome_Sequencing_Center_Baylor_College_of_Medicine_One_Baylor_Plaza_Houston_TX_77030_USA_,2010
CP002281,Ilyobacter_polytropus_DSM_2926,Ilyop_0070,exact,69,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002281,Ilyobacter_polytropus_DSM_2926,Ilyop_0303,exact,302,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002281,Ilyobacter_polytropus_DSM_2926,Ilyop_0348,exact,347,0,0,1,1,0,0,1,0,0,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002281,Ilyobacter_polytropus_DSM_2926,Ilyop_0393,exact,391,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002281,Ilyobacter_polytropus_DSM_2926,Ilyop_0626,exact,623,0,0,1,1,0,0,0,1,0,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002281,Ilyobacter_polytropus_DSM_2926,Ilyop_0634,exact,631,0,0,1,1,0,0,0,1,0,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002281,Ilyobacter_polytropus_DSM_2926,Ilyop_0648,exact,645,0,0,1,1,0,0,0,1,0,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002281,Ilyobacter_polytropus_DSM_2926,Ilyop_0671,exact,668,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002281,Ilyobacter_polytropus_DSM_2926,Ilyop_0898,exact,893,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002292,Rhodomicrobium_vannielii_ATCC_17100,Rvan_2837,exact,2754,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002292,Rhodomicrobium_vannielii_ATCC_17100,Rvan_3067,exact,2979,0,0,1,1,0,0,1,0,0,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002292,Rhodomicrobium_vannielii_ATCC_17100,Rvan_3160,exact,3068,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002304,Halanaerobium_hydrogeniformans,Halsa_0042,exact,42,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002304,Halanaerobium_hydrogeniformans,Halsa_0056,exact,52,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002304,Halanaerobium_hydrogeniformans,Halsa_0235,exact,218,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002304,Halanaerobium_hydrogeniformans,Halsa_0504,exact,477,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002304,Halanaerobium_hydrogeniformans,Halsa_0536,exact,504,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002304,Halanaerobium_hydrogeniformans,Halsa_0573,exact,538,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002304,Halanaerobium_hydrogeniformans,Halsa_0606,exact,562,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002304,Halanaerobium_hydrogeniformans,Halsa_0659,exact,610,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002304,Halanaerobium_hydrogeniformans,Halsa_0765,exact,713,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002304,Halanaerobium_hydrogeniformans,Halsa_0802,exact,749,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002304,Halanaerobium_hydrogeniformans,Halsa_0861,exact,808,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002304,Halanaerobium_hydrogeniformans,Halsa_1041,exact,980,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002304,Halanaerobium_hydrogeniformans,Halsa_1042,exact,981,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002304,Halanaerobium_hydrogeniformans,Halsa_1132,exact,1064,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002304,Halanaerobium_hydrogeniformans,Halsa_1240,exact,1168,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002304,Halanaerobium_hydrogeniformans,Halsa_1486,exact,1412,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002304,Halanaerobium_hydrogeniformans,Halsa_1734,exact,1655,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002304,Halanaerobium_hydrogeniformans,Halsa_2324,exact,2229,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010
CP002305,Leadbetterella_byssophila_DSM_17132,Lbys_0795,exact,756,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002305,Leadbetterella_byssophila_DSM_17132,Lbys_1001,exact,935,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002305,Leadbetterella_byssophila_DSM_17132,Lbys_1880,exact,1786,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002305,Leadbetterella_byssophila_DSM_17132,Lbys_2143,exact,2043,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002305,Leadbetterella_byssophila_DSM_17132,Lbys_2158,exact,2058,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002343,Intrasporangium_calvum_DSM_43043,Intca_1547,exact,1498,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002343,Intrasporangium_calvum_DSM_43043,Intca_2634,exact,2577,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002344,Thermaerobacter_marianensis_DSM_12885,Tmar_0202,exact,202,0,0,1,1,0,0,1,0,0,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002344,Thermaerobacter_marianensis_DSM_12885,Tmar_0248,exact,248,1,0,1,1,0,0,0,1,0,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002344,Thermaerobacter_marianensis_DSM_12885,Tmar_0455,exact,451,1,0,1,1,0,0,0,1,0,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002344,Thermaerobacter_marianensis_DSM_12885,Tmar_0795,exact,785,0,0,1,1,0,0,0,1,0,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002344,Thermaerobacter_marianensis_DSM_12885,Tmar_2065,exact,2021,0,0,1,1,0,0,0,1,0,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002344,Thermaerobacter_marianensis_DSM_12885,Tmar_2190,exact,2145,1,0,1,1,0,0,0,1,0,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002345,Paludibacter_propionicigenes_WB4,Palpr_2228,exact,2202,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002347,Calditerrivibrio_nitroreducens_DSM_19672,Calni_0117,exact,114,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002347,Calditerrivibrio_nitroreducens_DSM_19672,Calni_0287,exact,283,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002347,Calditerrivibrio_nitroreducens_DSM_19672,Calni_0547,exact,543,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002347,Calditerrivibrio_nitroreducens_DSM_19672,Calni_0703,exact,697,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002347,Calditerrivibrio_nitroreducens_DSM_19672,Calni_0805,exact,799,0,0,1,1,0,0,0,1,0,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002347,Calditerrivibrio_nitroreducens_DSM_19672,Calni_1240,exact,1231,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002347,Calditerrivibrio_nitroreducens_DSM_19672,Calni_1323,exact,1314,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002347,Calditerrivibrio_nitroreducens_DSM_19672,Calni_1353,exact,1344,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002347,Calditerrivibrio_nitroreducens_DSM_19672,Calni_1553,exact,1544,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002347,Calditerrivibrio_nitroreducens_DSM_19672,Calni_1745,exact,1734,1,0,1,1,0,0,0,1,0,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002347,Calditerrivibrio_nitroreducens_DSM_19672,Calni_1853,exact,1840,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002349,Marivirga_tractuosa_DSM_4126,Ftrac_0938,exact,923,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002349,Marivirga_tractuosa_DSM_4126,Ftrac_2363,exact,2324,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002349,Marivirga_tractuosa_DSM_4126,Ftrac_3318,exact,3275,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002353,Isosphaera_pallida_ATCC_43644,Isop_0164,exact,164,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011
CP002353,Isosphaera_pallida_ATCC_43644,Isop_2390,exact,2369,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011
CP002353,Isosphaera_pallida_ATCC_43644,Isop_2809,exact,2778,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011
CP002355,Sulfuricurvum_kujiense_DSM_16994,Sulku_0919,exact,915,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002355,Sulfuricurvum_kujiense_DSM_16994,Sulku_1403,exact,1397,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002355,Sulfuricurvum_kujiense_DSM_16994,Sulku_1561,exact,1554,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002355,Sulfuricurvum_kujiense_DSM_16994,Sulku_2204,exact,2196,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002355,Sulfuricurvum_kujiense_DSM_16994,Sulku_2444,exact,2435,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010
CP002360,Mahella_australiensis_50-1_BON,Mahau_0675,exact,654,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011
CP002360,Mahella_australiensis_50-1_BON,Mahau_0711,exact,688,0,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011
CP002360,Mahella_australiensis_50-1_BON,Mahau_1627,exact,1585,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011
CP002360,Mahella_australiensis_50-1_BON,Mahau_1855,exact,1808,1,0,1,1,0,0,0,0,1,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011
