accn,organism,sizeNT,numGene,numFail,pcFail,fail1,fail2,fail3,fail4,fail5,fail,GCcontent,baseFreqA,baseFreqT,baseFreqC,baseFreqG,institution,seqYear,reassessed,reasYear,seqMethod,QC
CP002344,Thermaerobacter_marianensis_DSM_12885,2844696,2327,6,0.25784271594327457,0,0,1,5,0,1,0.7248208595927297,0.1377503958243693,0.13742874458290094,0.3618214389164958,0.3629994206762339,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010,1,2015,seqMethod,QC
CP002345,Paludibacter_propionicigenes_WB4,3685504,3020,1,0.033112582781456956,0,0,0,0,1,1,0.3885666655089779,0.30441860868961207,0.30701472580141004,0.19414196809988538,0.1944246974090925,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010,1,2014,seqMethod,QC
CP002347,Calditerrivibrio_nitroreducens_DSM_19672,2157835,2045,11,0.5378973105134475,0,0,0,2,9,1,0.3575301169922631,0.3203201356915612,0.3221497473161757,0.17794363331765403,0.17958648367460905,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010,1,2015,seqMethod,QC
CP002349,Marivirga_tractuosa_DSM_4126,4511574,3749,3,0.08002133902373967,0,0,0,0,3,1,0.3551221813052385,0.3214827020458935,0.323395116648868,0.17795806962270816,0.17716411168253032,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010,1,2015,seqMethod,QC
CP002353,Isosphaera_pallida_ATCC_43644,5472964,3690,3,0.08130081300813008,0,0,0,0,3,1,0.6244407966140468,0.18691188175182588,0.1886473216341273,0.3089541608532415,0.3154866357608053,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011,1,2015,seqMethod,QC
CP002355,Sulfuricurvum_kujiense_DSM_16994,2574824,2538,5,0.1970055161544523,0,0,0,0,5,1,0.44994259801835,0.27539707568361954,0.27466032629803044,0.22468487166501477,0.2252577263533352,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010,1,2013,seqMethod,QC
CP002360,Mahella_australiensis_50-1_BON,3135972,2870,6,0.20905923344947736,0,0,0,0,6,1,0.4345191857580361,0.28117693652877,0.2843038777131939,0.21765787449632842,0.21686131126170768,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011,1,2013,seqMethod,QC
CP002361,Oceanithermus_profundus_DSM_14977,2303940,2229,4,0.1794526693584567,0,0,0,0,4,1,0.7002482703542627,0.14979252931933992,0.1499592003263974,0.35006510586213185,0.3501831644921309,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2010,1,2015,seqMethod,QC
CP002364,Desulfobulbus_propionicus_DSM_2032,3851869,3283,10,0.3045994517209869,0,0,0,4,6,1,0.5892757515896829,0.20577750697129107,0.20494674143902608,0.2949817348409305,0.2942940167487524,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011,1,2015,seqMethod,QC
CP002382,Micavibrio_aeruginosavorus_ARL-13,2481983,2432,0,0.0,0,0,0,0,0,0,0.5471298554422008,0.22605755156260135,0.2268125929951978,0.27416142656899745,0.2729684288732034,_Department_of_Biology_University_of_Virginia_271_Gilmer_Hall_485_McCormick_Road_Charlottesville_VA_22903_USA_,2011,1,2014,seqMethod,QC
CP002390,Filifactor_alocis_ATCC_35896,1931012,1641,0,0.0,0,0,0,0,0,0,0.3544550732983534,0.3058132212539332,0.3397317054477134,0.2011758601189428,0.1532792131794106,_Broad_Institute_of_MIT_and_Harvard_7_Cambridge_Center_Cambridge_MA_02142_USA_,2011,1,2014,seqMethod,QC
CP002395,Asticcacaulis_excentricus_CB_48,2588221,2330,1,0.04291845493562232,0,0,0,0,1,1,0.5918088138532219,0.20498520025917416,0.20320598588760388,0.29659870621558204,0.2952101076376399,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2011,1,2014,seqMethod,QC
CP002400,Ethanoligenens_harbinense_YUAN-3,3008576,2701,8,0.2961865975564606,0,0,0,0,8,1,0.555585100725393,0.22245607224148567,0.2219588270331213,0.27901871184241317,0.27656638888297985,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010,1,2014,seqMethod,QC
CP002417,Variovorax_paradoxus_EPS,6550056,5952,3,0.05040322580645161,0,0,1,0,2,1,0.6647972170008929,0.16736971409099402,0.16783306890811314,0.33221563296558076,0.3325815840353121,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2010,1,2014,seqMethod,QC
CP002422,Neisseria_meningitidis_M01-240355,2287766,2023,39,1.9278299555116163,26,1,2,35,0,1,0.5149901694491482,0.24266249258009778,0.242347337970754,0.2555020924342787,0.25948807701486953,_Novartis_Vaccines_and_Diagnostics_Via_Fiorentina_1_Siena_Italy_,2011,1,2014,seqMethod,QC
CP002432,Desulfurispirillum_indicum_S5,2928377,2571,16,0.6223259432127577,0,0,1,0,15,1,0.5610872507194258,0.2201533477417696,0.2187594015388046,0.27977033011801417,0.2813169206014116,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2011,1,2013,seqMethod,QC
CP002444,Thermovibrio_ammonificans_HB-1,1682965,1711,2,0.11689070718877849,0,0,0,1,1,1,0.5211486869899256,0.23598114042775697,0.24287017258231752,0.26226332692599075,0.25888536006393476,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2011,1,2011,seqMethod,QC
CP002452,Nitratifractor_salsuginis_DSM_16511,2101285,2088,13,0.6226053639846743,0,0,0,2,11,1,0.5391191580390094,0.23156639865606046,0.2293144433049301,0.2687931432433011,0.27032601479570834,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011,1,2015,seqMethod,QC
CP002453,Cellulophaga_algicola_DSM_14237,4888353,4163,6,0.1441268316118184,0,0,0,0,6,1,0.33766178506339456,0.3301733733222621,0.33216484161434334,0.1685561578715776,0.16910562719181696,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011,1,2015,seqMethod,QC
CP002455,Weeksella_virosa_DSM_16922,2272954,2049,5,0.2440214738897023,0,0,0,0,5,1,0.3592171244996599,0.3197103856919234,0.32107248980841674,0.17976474666887232,0.1794523778307876,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011,1,2015,seqMethod,QC
CP002479,Geobacter_sp._M18,5277406,4434,11,0.24808299503834008,0,0,0,6,5,1,0.6117795371438165,0.1942799170653158,0.1939405457908677,0.3064469551897277,0.3053325819540888,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2011,1,2014,seqMethod,QC
CP002512,Aerococcus_urinae_ACS-120-V-Col10a,2080974,1726,0,0.0,0,0,0,0,0,0,0.4188288753247278,0.293687955736112,0.2874831689391602,0.2094024240571963,0.20942645126753145,_The_J_Craig_Venter_Institute_9704_Medical_Center_Dr_Rockville_MD_20850_USA_,2011,1,2013,seqMethod,QC
CP002514,Chloracidobacterium_thermophilum_B,2683362,2228,0,0.0,0,0,0,0,0,0,0.6137353066787112,0.19281744319253236,0.19344725012875638,0.30644467649165485,0.3072906301870564,_Biochemistry_and_Molecular_Biology_The_Pennsylvania_State_University_S-235_Frear_Building_University_Park_PA_16802_USA_,2011,1,2016,seqMethod,QC
CP002521,Acidovorax_avenae_subsp._avenae_ATCC_19860,5482170,4737,9,0.18999366687777072,0,0,3,0,6,1,0.6882101430637868,0.15618961104817983,0.1556002458880334,0.34433809969409923,0.3438720433696876,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2011,1,2014,seqMethod,QC
CP002528,Dokdonia_sp._4H-3-7-5,3389993,2978,8,0.2686366689053056,0,0,1,0,7,1,0.3728913304540747,0.3131885523067452,0.3139201172391801,0.18728298259022955,0.18560834786384514,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2011,1,2011,seqMethod,QC
CP002542,Fluviicola_taffensis_DSM_16823,4633577,4033,7,0.17356806347632037,0,0,0,0,7,1,0.36494677869818504,0.31827635539454724,0.3167768659072678,0.18227170930794934,0.18267506939023567,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011,1,2015,seqMethod,QC
CP002543,Desulfurobacterium_thermolithotrophum_DSM_11699,1541968,1509,8,0.5301524188204109,0,0,0,3,5,1,0.3494858518464715,0.32597369076401067,0.3245404573895178,0.17362552270864245,0.17586032913782906,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011,1,2015,seqMethod,QC
CP002544,Odoribacter_splanchnicus_DSM_20712,4392288,3497,3,0.08578781812982557,0,0,1,0,2,1,0.4335854115212846,0.2833074698198297,0.28310711865888577,0.21943369833672108,0.2141517131845635,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011,1,2014,seqMethod,QC
CP002546,Rubinisphaera_brasiliensis_DSM_5305,6006602,4750,7,0.1473684210526316,0,0,1,0,6,1,0.5644863768233687,0.2173992883164225,0.21811433486020881,0.2834466142421289,0.28103976258123975,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011,1,2015,seqMethod,QC
CP002547,Syntrophobotulus_glycolicus_DSM_8271,3406739,3251,10,0.30759766225776686,0,0,0,0,10,1,0.4635019002042716,0.26770028464170575,0.2687978151540227,0.23336363601673038,0.2301382641875412,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011,1,2015,seqMethod,QC
CP002548,Strawberry_lethal_yellows_phytoplasma_(CPA)_str._NZSb11,959779,1100,0,0.0,0,0,0,0,0,0,0.2719146803587076,0.363860847132517,0.36422447250877543,0.13652830495353618,0.1353863754051714,_AgriGenesis_Biosciences_Ltd_PO_Box_50_Auckland_New_Zealand_,2013,1,2014,seqMethod,QC
CP002568,Polymorphum_gilvum_SL003B-26A1,4649365,4324,0,0.0,0,0,0,0,0,0,0.6721816850258046,0.16410671134660323,0.16371160362759216,0.3317799312379217,0.34040175378788284,_Department_of_Energy_and_Resources_Engineering_College_of_Engineering_Peking_University_No5_Yiheyuan_Road_Haidian_District_Beijing_100871_P_R_China_,2011,1,2014,seqMethod,QC
CP002584,Sphingobacterium_sp._21,6226409,5169,1,0.019346101760495258,0,0,1,0,0,1,0.41101749017772526,0.2932235900339987,0.295758919788276,0.20594695915414488,0.20507053102358036,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2011,1,2011,seqMethod,QC
CP002593,Pseudonocardia_dioxanivorans_CB1190,7096571,6495,4,0.061585835257890686,0,0,0,2,2,1,0.7330953216701418,0.13346953056624108,0.13343514776361712,0.36685238546898213,0.36624293620115966,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2011,1,2011,seqMethod,QC
CP002606,Hippea_maritima_DSM_10411,1694430,1677,6,0.35778175313059035,0,0,1,0,5,1,0.3747425387888552,0.31337558943125415,0.3118818717798906,0.18701687293072006,0.1877256658581352,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011,1,2015,seqMethod,QC
CP002623,Roseobacter_litoralis_Och_149,4505211,4311,0,0.0,0,0,0,0,0,0,0.5720617746871346,0.21407787559783548,0.21386034971502998,0.28630445943597316,0.2857573152511614,_J_Craig_Venter_Institute_9704_Medical_Center_Drive_Rockville_MD_20850_USA_,2011,1,2015,seqMethod,QC
CP002628,Coriobacterium_glomerans_PW2,2115681,1768,4,0.22624434389140274,0,0,0,0,4,1,0.603934619633111,0.19815416407293918,0.1979112162939498,0.3017340515890628,0.3022005680440482,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011,1,2013,seqMethod,QC
CP002629,Desulfobacca_acetoxidans_DSM_11109,3282536,2866,7,0.24424284717376132,0,0,0,3,4,1,0.5289111833046156,0.23535065571253447,0.23573816098284986,0.26424904403180954,0.26466213927280613,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011,1,2015,seqMethod,QC
CP002630,Marinithermus_hydrothermalis_DSM_14884,2269167,2205,3,0.13605442176870747,0,0,0,0,3,1,0.6807581813061798,0.15967974150866815,0.15956207718515208,0.3392011253468784,0.34155705595930136,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011,1,2015,seqMethod,QC
CP002638,Verrucosispora_maris_AB-18-032,6673976,5956,0,0.0,0,0,0,0,0,0,0.7085452509868181,0.14569815654116827,0.1457565924720137,0.35530754081225346,0.3532377101745646,_Computational_and_Synthetic_Biology_Laboratory_Korea_University_Anam_Campus_Anam-dong_5-ga_Seongbuk-gu_Seoul_136-713_The_Republic_of_Korea_,2011,1,2014,seqMethod,QC
CP002657,Alicycliphilus_denitrificans_K601,4995263,4607,2,0.04341219882787063,0,0,1,0,1,1,0.6798318727162114,0.15928991126192954,0.16087821602185912,0.33949824063317585,0.34033363208303546,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2011,1,2011,seqMethod,QC
CP002663,Pusillimonas_sp._T7-7,3883605,3696,0,0.0,0,0,0,0,0,0,0.5692012962183333,0.2154217537571406,0.21537695002452617,0.2842523892105402,0.284948907007793,_TEDA_School_of_Biological_Sciences_and_Biotechnology_Nankai_University_23_HongDa_St_TEDA_Tianjin_300457_China_,2011,1,2014,seqMethod,QC
CP002666,Cellulomonas_fimi_ATCC_484,4266344,3762,1,0.026581605528973953,0,0,0,0,1,1,0.7472433071501032,0.1264947224133825,0.12626197043651427,0.37325799326074033,0.3739853138893629,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2011,1,2011,seqMethod,QC
CP002667,Gallibacterium_anatis_UMN179,2687323,2494,2,0.08019246190858059,0,2,0,0,0,1,0.39877044925377414,0.30127602822585897,0.29995352252036694,0.20112543226102705,0.19764501699274706,_Veterinary_and_Biomedical_Sciences_University_of_Minnesota_1971_Commonwealth_Ave_Saint_Paul_MN_55108_USA_,2011,1,2014,seqMethod,QC
CP002683,Thermodesulfatator_indicus_DSM_15286,2322224,2195,20,0.9111617312072893,0,0,0,12,8,1,0.42425450774774526,0.28754461240603835,0.2882008798462164,0.21402328113050248,0.21023122661724278,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011,1,2015,seqMethod,QC
CP002690,Thermodesulfobium_narugense_DSM_14796,1898865,1807,17,0.9407858328721639,0,0,1,2,14,1,0.3386623061671051,0.33510070489476607,0.3262369889381288,0.16648208271783407,0.172180223449271,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2013,1,2015,seqMethod,QC
CP002691,Haliscomenobacter_hydrossis_DSM_1100,8371686,6451,7,0.10851030847930554,0,0,0,0,7,1,0.471331222886286,0.2646107367142055,0.26405804039950853,0.2353031396543062,0.2360280832319798,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011,1,2015,seqMethod,QC
CP002701,Buchnera_aphidicola_str._G002_(Myzus_persicae),643517,565,3,0.5309734513274336,0,0,0,0,3,1,0.2543988736894286,0.37495512939052117,0.3706459969200503,0.1265390036316057,0.12785987005782287,_Department_of_Biology_University_of_Miami_1301_Memorial_Drive_Coral_Gables_FL_333124_USA_,2014,1,2014,seqMethod,QC
CP002725,Gardnerella_vaginalis_HMP9231,1726517,1317,0,0.0,0,0,0,0,0,0,0.41229654848460806,0.29386968098200017,0.29383377053339177,0.2060813765517513,0.20621517193285674,_The_J_Craig_Venter_Institute_9704_Medical_Center_Dr_Rockville_MD_20850_USA_,2011,1,2013,seqMethod,QC
CP002738,Methylomonas_methanica_MC09,5051681,4494,11,0.24477080551846908,0,0,0,0,11,1,0.5131004907079446,0.2423191408958721,0.24458036839618336,0.25608069868228023,0.25701979202566433,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2011,1,2011,seqMethod,QC
CP002786,Amycolicicoccus_subflavus_DQS3-9A1,4738809,4557,0,0.0,0,0,0,0,0,0,0.6224424744698509,0.18821100407296432,0.1893465214571847,0.3105349888547945,0.31190748561505643,_Department_of_Energy_and_Resources_Engineering_College_of_Engineering_Peking_University_No5_Yiheyuan_Road_Haidian_District_Beijing_100871_P_R_China_,2011,1,2014,seqMethod,QC
CP002810,Isoptericola_variabilis_225,3307740,2881,1,0.03471017007983339,0,0,0,0,1,1,0.738877299908699,0.1304709560001693,0.1306517440911317,0.36990694552776215,0.36897035438093684,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2011,1,2011,seqMethod,QC
CP002825,Lacinutrix_sp._5H-3-7-4,3296168,2967,12,0.40444893832153694,0,0,0,0,12,1,0.30823216535079523,0.3494952320391436,0.34227260261006115,0.1535922926258613,0.15463987272493393,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2011,1,2011,seqMethod,QC
CP002831,Saprospira_grandis_str._Lewin,4345237,4195,0,0.0,0,0,0,0,0,0,0.4635995689072886,0.26789424834594755,0.26850618274676386,0.23315966424846332,0.23043990465882527,_Microbiology_University_of_Hawaii_at_Manoa_2538_McCarthy_Mall_Snyder_207_Honolulu_HI_96822_USA_,2012,1,2014,seqMethod,QC
CP002835,Geobacillus_thermoglucosidasius_C56-YS93,3893306,3676,8,0.2176278563656148,0,0,1,0,7,1,0.43951438700168954,0.2823995853395546,0.27808602765875584,0.21843569449717026,0.2210786925045193,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2011,1,2015,seqMethod,QC
CP002858,Flexistipes_sinusarabici_DSM_4947,2526590,2346,72,3.0690537084398977,0,0,5,12,61,1,0.3829426222695412,0.3088522474956364,0.30820513023482243,0.19013571651910283,0.19280690575043835,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011,1,2015,seqMethod,QC
CP002859,Runella_slithyformis_DSM_19594,6568739,5647,124,2.195856206835488,0,0,29,36,91,1,0.4658968791422524,0.2675910855949673,0.2665120352627803,0.2335006764616466,0.23239620268060582,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011,1,2015,seqMethod,QC
CP002874,Brachyspira_intermedia_PWS/A,3304788,2869,0,0.0,0,0,0,0,0,0,0.27218659714329635,0.362833864078422,0.3649795387782817,0.1365775959002514,0.13560900124304495,_Department_of_Bacteriology_National_Veterinary_Institute_(SVA)_Ullsvag_2_Uppsala_SE75189_Sweden_,2011,1,2014,seqMethod,QC
CP002876,Nitrosomonas_sp._Is79A3,3783444,3372,6,0.1779359430604982,0,0,1,0,5,1,0.45443067216007427,0.27320504809903357,0.27236427974089217,0.22660385616914114,0.22782681599093313,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2011,1,2013,seqMethod,QC
CP002899,Weissella_koreensis_KACC_15510,1422478,1335,0,0.0,0,0,0,0,0,0,0.3548314982727325,0.3221736996986948,0.32299480202857267,0.17909943071175793,0.1757320675609746,_Life_Science_and_Research_Center_for_Biomolecules_and_Bioscience_Chung-ang_University_221_Heuksuk-dong_Dongjak-gu_Seoul_156-756_Republic_of_Korea_,2011,1,2014,seqMethod,QC
CP002901,Sulfobacillus_acidophilus_TPY,3551206,3754,0,0.0,0,0,0,0,0,0,0.5676209715797957,0.21700571580471537,0.21537331261548895,0.28525548785398536,0.28236548372581033,_Chinese_Academy_of_Sciences_Beijing_Institute_of_Genomics_No7_Beitucheng_West_Road_Chaoyang_District_Beijing_Beijing_100029_China_,2011,1,2014,seqMethod,QC
CP002902,Alicyclobacillus_acidocaldarius_subsp._acidocaldarius_Tc-4-1,3124042,3208,2,0.062344139650872814,0,2,0,0,0,1,0.6152330858547996,0.19310655874664936,0.19166035539855097,0.30904001930831915,0.3061930665464805,_Chinese_Academy_of_Sciences_Beijing_Institute_of_Genomics_No7_Beitucheng_West_Road_Chaoyang_District_Beijing_Beijing_100029_China_,2011,1,2014,seqMethod,QC
CP002930,Bdellovibrio_bacteriovorus_str._Tiberius,3988594,3738,0,0.0,0,0,0,0,0,0,0.4985902300409618,0.2499477259405194,0.2514620440185188,0.24815010001017904,0.2504401300307828,_Centre_for_Genetics_and_Genomics_University_of_Nottingham_Queens_Medical_Centre_Medical_School_Nottingham_NG7_2UH_United_Kingdom_,2012,1,2014,seqMethod,QC
CP002955,Cyclobacterium_marinum_DSM_745,6221273,5000,3,0.06,0,0,0,0,3,1,0.3814606753312385,0.31019374973578556,0.30834557493297593,0.19073781202014442,0.19072286331109406,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011,1,2015,seqMethod,QC
CP002959,Turneriella_parva_DSM_21527,4384015,4110,13,0.31630170316301703,0,0,0,0,13,1,0.5363478455251636,0.23168054853826914,0.23197160593656727,0.26861404443187353,0.26773380109329004,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2012,1,2015,seqMethod,QC
CP002961,Emticicia_oligotrophica_DSM_17448,4798158,3950,3,0.0759493670886076,0,0,0,0,3,1,0.35697990770624893,0.32013055843513283,0.32288953385861824,0.17742412817585415,0.17955577953039478,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2012,1,2015,seqMethod,QC
CP002976,Phaeobacter_inhibens_DSM_17395,3821831,3528,0,0.0,0,0,0,0,0,0,0.5984126456664358,0.20113055757829165,0.20045679675527253,0.2999823906394605,0.2984302550269753,_J_Craig_Venter_Institute_9704_Medical_Center_Drive_Rockville_MD_20850_USA_,2012,1,2015,seqMethod,QC
CP002985,Acidithiobacillus_ferrivorans_SS3,3207552,3093,4,0.12932428063368898,0,0,1,0,3,1,0.5659431242268247,0.21765134283091903,0.21640553294225628,0.28413537800790134,0.28180774621892335,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2011,1,2011,seqMethod,QC
CP002987,Acetobacterium_woodii_DSM_1030,4044777,3473,1,0.028793550244745177,0,0,0,1,0,1,0.3933813903708412,0.30488281554211766,0.30173579408704115,0.19320916826811466,0.20017222210272656,_Goettingen_Genomics_Laboratory_Georg-August-University_Goettingen_Grisebachstr_8_Goettingen_Lower_Saxony_37077_Germany_,2012,1,2015,seqMethod,QC
CP002991,Thermoanaerobacter_wiegelii_Rt8.B1,2785056,2522,75,2.973830293417922,1,0,6,1,69,1,0.34341571587788544,0.325839408615123,0.3307448755069916,0.17327335608332473,0.1701423597945607,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2011,1,2014,seqMethod,QC
CP002999,Muricauda_ruestringensis_DSM_13258,3842422,3478,34,0.9775733179988499,0,0,3,12,26,1,0.4135797681774672,0.29429771118320686,0.2921225206393259,0.2056611689189787,0.20791859925848852,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011,1,2013,seqMethod,QC
CP003051,Thioflavicoccus_mobilis_8321,4048921,3480,13,0.3735632183908046,0,0,3,0,10,1,0.6564171047051794,0.17189320315214843,0.17168969214267207,0.3282593066152686,0.32815779808991086,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2012,1,2013,seqMethod,QC
CP003058,Acidaminococcus_intestini_RyC-MR95,2487765,2404,0,0.0,0,0,0,0,0,0,0.5002060082041511,0.24825294993699162,0.25154104185885723,0.2504850739519207,0.2497209342522304,_Genomics_and_Health_Joint_Unit_of_Research_in_Genomics_and_Health_CSISP-UV_Centro_Superior_de_Investigacion_en_Salud_Publica_Avda_de_Catalunya_21_Valencia_Valencia_46020_Spain_,2011,1,2014,seqMethod,QC
CP003075,Pelagibacterium_halotolerans_B2,3944837,3878,0,0.0,0,0,0,0,0,0,0.6136948117247937,0.19311951292284066,0.19318567535236564,0.31950749802843564,0.29418731369635803,_College_of_Life_Sciences_Zhejiang_University_Hangzhou_China_,2011,1,2014,seqMethod,QC
CP003096,Thermovirga_lienii_DSM_17291,1967774,1849,13,0.7030827474310438,0,0,0,1,12,1,0.47057639749280156,0.26555132855703956,0.2638722739501589,0.23065047103986536,0.23992592645293617,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2011,1,2015,seqMethod,QC
CP003108,Desulfosporosinus_orientis_DSM_765,5863081,5242,18,0.3433803891644411,0,0,0,10,8,1,0.42854891481117185,0.2869322460324188,0.2845188391564094,0.21185670128043602,0.2166922135307358,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2011,1,2015,seqMethod,QC
CP003119,Gordonia_polyisoprenivorans_VH2,5669805,4945,0,0.0,0,0,0,0,0,0,0.6701881281631379,0.16532896634011224,0.16448290549674988,0.33579479364810605,0.33439333451503184,_Genomic_and_Applied_Microbiology_Goettingen_Genomics_Laboratory_Georg-August-University_Goettingen_Grisebachstrasse_8_Goettingen_Lower_Saxony_37077_Germany_,2012,1,2015,seqMethod,QC
CP003130,Granulicella_mallensis_MP5ACTX8,6237577,4815,7,0.14537902388369678,0,0,0,0,7,1,0.5790987429894653,0.21005416045365052,0.2108470965568842,0.28864333057531794,0.29045541241414735,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2011,1,2013,seqMethod,QC
CP003147,Pseudovibrio_sp._FO-BEG1,5475636,5070,1,0.01972386587771203,0,1,0,0,0,1,0.5237320377030175,0.24918548274574862,0.22708247955123387,0.27491527924792664,0.24881675845509088,_Max_Planck_Institute_for_Marine_Microbiology_Celsiusstr_1_Bremen_28359_Germany_,2011,1,2013,seqMethod,QC
CP003153,Dechlorosoma_suillum_PS,3806980,3443,7,0.20331106593087425,0,0,5,0,2,1,0.653676404919385,0.17301377995156267,0.1733098151290524,0.3252231427535737,0.3284532621658112,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2011,1,2013,seqMethod,QC
